source,metaedge,target
Gene::22933,GpCC,Cellular_Component::GO:0005815
Disease::DOID:1612,DaG,Gene::3845
Gene::1786,GiG,Gene::1789
Gene::998,Gr>G,Gene::5879
Compound::DB00873,CrC,Compound::DB01234
Compound::DB00768,CcSE,Side_Effect::C0235266
Gene::4690,GpPW,Pathway::PC7_1863
Gene::1501,GpPW,Pathway::PC7_1863
Gene::7429,GpBP,Biological_Process::GO:0045861
Gene::9935,GpMF,Molecular_Function::GO:0001012
Disease::DOID:10608,DaG,Gene::7124
Gene::5566,Gr>G,Gene::23635
Gene::6192,GpBP,Biological_Process::GO:0045047
Gene::6474,GpBP,Biological_Process::GO:0009790
Gene::429,GpMF,Molecular_Function::GO:0044212
Gene::5925,GpCC,Cellular_Component::GO:0005694
Compound::DB08974,CdG,Gene::8870
Gene::27125,Gr>G,Gene::4282
Gene::9843,GpMF,Molecular_Function::GO:0016491
Gene::908,GpBP,Biological_Process::GO:0006457
Gene::138151,GpMF,Molecular_Function::GO:0044212
Gene::863,Gr>G,Gene::1066
Gene::5329,Gr>G,Gene::4830
Gene::57498,GpBP,Biological_Process::GO:0060284
Gene::29128,GpBP,Biological_Process::GO:0070647
Gene::338376,GpBP,Biological_Process::GO:0098542
Gene::3932,GpCC,Cellular_Component::GO:0098552
Gene::57805,GiG,Gene::55832
Gene::3170,GpBP,Biological_Process::GO:0006366
Compound::DB00530,CbG,Gene::1557
Compound::DB01623,CuG,Gene::3156
Gene::8321,Gr>G,Gene::7018
Disease::DOID:418,DdG,Gene::920
Gene::5176,GpBP,Biological_Process::GO:0045861
Gene::11132,GpBP,Biological_Process::GO:0050708
Gene::4710,Gr>G,Gene::4704
Gene::225689,GpMF,Molecular_Function::GO:0004674
Gene::23411,Gr>G,Gene::10428
Gene::5979,Gr>G,Gene::6304
Gene::9253,GpBP,Biological_Process::GO:0050767
Gene::441054,GcG,Gene::399473
Gene::3065,GpPW,Pathway::PC7_7488
Disease::DOID:2394,DpS,Symptom::D010146
Gene::6096,GpBP,Biological_Process::GO:0048592
Gene::6477,GiG,Gene::6478
Gene::5286,Gr>G,Gene::7103
Gene::11236,GpBP,Biological_Process::GO:0016567
Gene::4734,GiG,Gene::23327
Gene::3157,GpBP,Biological_Process::GO:0008202
Gene::7284,GiG,Gene::9768
Gene::3115,Gr>G,Gene::7103
Gene::3992,Gr>G,Gene::7018
Gene::79008,GpBP,Biological_Process::GO:0006310
Gene::5992,GpBP,Biological_Process::GO:0010927
Gene::2906,GiG,Gene::2902
Gene::8317,GpBP,Biological_Process::GO:0006260
Gene::3228,GcG,Gene::10260
Gene::7763,GpBP,Biological_Process::GO:0051674
Compound::DB00571,CrC,Compound::DB01580
Gene::64328,GpMF,Molecular_Function::GO:0051020
Gene::140730,GcG,Gene::65003
Gene::338339,GpBP,Biological_Process::GO:0009607
Gene::1435,GpBP,Biological_Process::GO:0002761
Gene::5795,GpBP,Biological_Process::GO:0016311
Gene::4204,GiG,Gene::7316
Gene::57520,Gr>G,Gene::26520
Gene::23258,GpMF,Molecular_Function::GO:0031267
Gene::5427,Gr>G,Gene::5422
Gene::54658,Gr>G,Gene::26520
Compound::DB00523,CuG,Gene::5915
Gene::6097,Gr>G,Gene::58533
Gene::23344,Gr>G,Gene::55893
Gene::1717,GpCC,Cellular_Component::GO:0042175
Gene::109,GpBP,Biological_Process::GO:0009165
Gene::55116,GpBP,Biological_Process::GO:0098542
Gene::2735,Gr>G,Gene::22827
Gene::7058,GpBP,Biological_Process::GO:0050807
Gene::22861,GpBP,Biological_Process::GO:0010950
Gene::51776,Gr>G,Gene::26520
Gene::25953,GcG,Gene::115509
Gene::23328,GpBP,Biological_Process::GO:0016567
Gene::5534,GpPW,Pathway::PC7_4741
Gene::10174,Gr>G,Gene::7103
Gene::201299,GcG,Gene::80071
Gene::6608,GpPW,Pathway::PC7_7458
Gene::389856,GcG,Gene::5354
Gene::5708,Gr>G,Gene::5692
Gene::1649,GcG,Gene::23401
Gene::11244,GcG,Gene::9351
Gene::84002,GpMF,Molecular_Function::GO:0016757
Gene::5335,GpPW,Pathway::PC7_4742
Gene::80230,Gr>G,Gene::29082
Gene::2571,GpBP,Biological_Process::GO:0001505
Gene::100506013,GpBP,Biological_Process::GO:0010631
Gene::29781,GpBP,Biological_Process::GO:0071103
Gene::79370,GpBP,Biological_Process::GO:0043065
Gene::2785,GpBP,Biological_Process::GO:1901653
Gene::3040,GpBP,Biological_Process::GO:0006979
Gene::11151,GcG,Gene::23401
Gene::9133,Gr>G,Gene::10112
Gene::3672,Gr>G,Gene::2335
Gene::10891,GpPW,Pathway::PC7_6203
Compound::DB00833,CbG,Gene::6584
Gene::808,GiG,Gene::7316
Compound::DB00258,CcSE,Side_Effect::C2242996
Gene::2146,GiG,Gene::7316
Gene::11320,Gr>G,Gene::22827
Compound::DB00675,CuG,Gene::1576
Gene::54206,GpCC,Cellular_Component::GO:0098562
Gene::1844,Gr>G,Gene::5018
Gene::912,GpBP,Biological_Process::GO:0002250
Gene::8896,GpCC,Cellular_Component::GO:0005681
Gene::29979,GpBP,Biological_Process::GO:0042176
Gene::10390,Gr>G,Gene::23212
Gene::6392,Gr>G,Gene::22827
Gene::7504,GpBP,Biological_Process::GO:0061061
Gene::30814,GpMF,Molecular_Function::GO:0016298
Gene::81565,GpBP,Biological_Process::GO:0051301
Gene::203259,GcG,Gene::199704
Gene::7444,GpPW,Pathway::PC7_5534
Gene::2195,Gr>G,Gene::22827
Gene::3911,GpPW,Pathway::PC7_3777
Gene::10140,GpPW,Pathway::PC7_7442
Gene::338398,GpPW,Pathway::PC7_2622
Gene::10371,GpBP,Biological_Process::GO:0031344
Gene::622,Gr>G,Gene::3028
Gene::4771,GiG,Gene::7316
Gene::2194,GpBP,Biological_Process::GO:0032787
Gene::6217,GpBP,Biological_Process::GO:0044764
Compound::DB00186,CcSE,Side_Effect::C0011603
Gene::610,GpBP,Biological_Process::GO:0043269
Gene::3972,GpPW,Pathway::PC7_6395
Gene::55669,GpBP,Biological_Process::GO:0044801
Gene::7349,GpBP,Biological_Process::GO:0007610
Gene::3956,GpPW,Pathway::PC7_8678
Gene::5888,Gr>G,Gene::51514
Disease::DOID:8778,DuG,Gene::925
Compound::DB06616,CbG,Gene::6307
Gene::22931,GpBP,Biological_Process::GO:0010256
Gene::2531,GpBP,Biological_Process::GO:0006665
Compound::DB08877,CdG,Gene::1026
Gene::613,GiG,Gene::7532
Gene::10497,Gr>G,Gene::6812
Gene::3635,GpBP,Biological_Process::GO:1903706
Gene::79969,GpBP,Biological_Process::GO:0048609
Gene::80018,Gr>G,Gene::7103
Gene::1855,GiG,Gene::1856
Gene::6182,GiG,Gene::3396
Gene::637,GpBP,Biological_Process::GO:0006839
Gene::401665,GcG,Gene::5002
Gene::254050,GcG,Gene::90231
Gene::3383,GiG,Gene::7316
Gene::25998,Gr>G,Gene::7466
Gene::10312,Gr>G,Gene::79170
Gene::56940,Gr>G,Gene::7103
Gene::2066,GiG,Gene::7316
Gene::5481,GiG,Gene::7316
Gene::94120,GpMF,Molecular_Function::GO:0051020
Gene::196051,GpBP,Biological_Process::GO:0016311
Gene::1796,GpPW,Pathway::PC7_4583
Gene::51548,Gr>G,Gene::26520
Gene::595,GpBP,Biological_Process::GO:0071900
Compound::DB00570,CdG,Gene::622
Gene::8711,Gr>G,Gene::22827
Gene::170825,GpBP,Biological_Process::GO:0007417
Gene::57118,GpBP,Biological_Process::GO:0051270
Gene::79101,GiG,Gene::10849
Gene::56829,GpBP,Biological_Process::GO:0009615
Gene::55081,GpBP,Biological_Process::GO:0042073
Compound::DB00982,CcSE,Side_Effect::C1859270
Gene::127396,Gr>G,Gene::26520
Gene::439,Gr>G,Gene::4282
Gene::10640,GpBP,Biological_Process::GO:0006887
Gene::23314,Gr>G,Gene::25966
Gene::114088,GpBP,Biological_Process::GO:0070647
Gene::3419,Gr>G,Gene::1738
Compound::DB00459,CcSE,Side_Effect::C0027497
Compound::DB00991,CcSE,Side_Effect::C0012833
Gene::5187,GpBP,Biological_Process::GO:0016568
Gene::9712,Gr>G,Gene::6304
Gene::2678,GpBP,Biological_Process::GO:0006749
Gene::89801,GcG,Gene::7538
Gene::113452,GcG,Gene::79629
Compound::DB00615,CcSE,Side_Effect::C0012833
Gene::221120,GpPW,Pathway::PC7_2950
Gene::5906,Gr>G,Gene::22827
Gene::5625,GpBP,Biological_Process::GO:0055114
Gene::23149,Gr>G,Gene::4282
Gene::1385,GpPW,Pathway::PC7_7463
Gene::3455,GpPW,Pathway::PC7_4771
Gene::23185,GpCC,Cellular_Component::GO:0030529
Gene::3709,Gr>G,Gene::3710
Gene::338879,GpBP,Biological_Process::GO:0008584
Gene::87,Gr>G,Gene::88
Gene::438,GpBP,Biological_Process::GO:0009308
Gene::4343,GiG,Gene::26156
Gene::2246,GpBP,Biological_Process::GO:1901699
Gene::51734,GiG,Gene::386682
Gene::1453,GiG,Gene::1454
Gene::6640,GpBP,Biological_Process::GO:0008015
Gene::1794,GpBP,Biological_Process::GO:0043547
Gene::5308,GpPW,Pathway::WP1591_r84699
Gene::5702,GpBP,Biological_Process::GO:0044257
Gene::55813,GiG,Gene::51547
Gene::25861,GpBP,Biological_Process::GO:0007605
Gene::91608,GpBP,Biological_Process::GO:0046887
Gene::2395,GpMF,Molecular_Function::GO:0016491
Gene::1788,GpBP,Biological_Process::GO:0040029
Gene::388610,GpBP,Biological_Process::GO:0060322
Compound::DB01074,CdG,Gene::3156
Gene::6430,GiG,Gene::8453
Gene::342979,GcG,Gene::8178
Gene::57190,GpBP,Biological_Process::GO:0060538
Gene::771,GiG,Gene::7316
Compound::DB01069,CcSE,Side_Effect::C0027497
Gene::115209,GpBP,Biological_Process::GO:0007006
Compound::DB00201,CbG,Gene::5141
Compound::DB00452,CrC,Compound::DB00994
Compound::DB00367,CcSE,Side_Effect::C0037274
Gene::653275,GpBP,Biological_Process::GO:0007369
Gene::9378,Gr>G,Gene::9379
Gene::4791,GpMF,Molecular_Function::GO:0044212
Gene::3600,Gr>G,Gene::4830
Disease::DOID:635,DuG,Gene::5243
Gene::55722,Gr>G,Gene::22827
Gene::22916,GpBP,Biological_Process::GO:0051236
Gene::23526,GcG,Gene::729230
Gene::5071,GpMF,Molecular_Function::GO:0061659
Gene::4868,GpBP,Biological_Process::GO:0035850
Gene::10449,GpBP,Biological_Process::GO:0016125
Gene::55731,GcG,Gene::7574
Gene::25873,GcG,Gene::6231
Gene::84299,GpBP,Biological_Process::GO:0060491
Gene::6203,GiG,Gene::8663
Gene::6836,GiG,Gene::7316
Gene::7443,GpMF,Molecular_Function::GO:0016301
Gene::26286,GpBP,Biological_Process::GO:0043547
Gene::90701,GpBP,Biological_Process::GO:0070972
Gene::435,Gr>G,Gene::22827
Gene::51222,Gr>G,Gene::4282
Gene::619189,GpMF,Molecular_Function::GO:0008514
Gene::27297,GpCC,Cellular_Component::GO:0055029
Gene::185,Gr>G,Gene::7103
Gene::10540,GiG,Gene::10121
Gene::8890,GpBP,Biological_Process::GO:0043547
Disease::DOID:10652,DaG,Gene::4318
Gene::284119,Gr>G,Gene::6182
Gene::28960,Gr>G,Gene::26520
Gene::4299,Gr>G,Gene::10007
Gene::6573,GcG,Gene::146705
Gene::3758,GpBP,Biological_Process::GO:0099537
Gene::5062,GpMF,Molecular_Function::GO:0016301
Gene::84293,GpBP,Biological_Process::GO:0009636
Gene::2266,GpMF,Molecular_Function::GO:0030674
Gene::9688,GpBP,Biological_Process::GO:0019221
Pharmacologic_Class::N0000175764,PCiC,Compound::DB08865
Gene::220134,GpBP,Biological_Process::GO:1903047
Gene::4585,GpPW,Pathway::PC7_5330
Gene::136051,Gr>G,Gene::11197
Gene::10211,GpBP,Biological_Process::GO:0051149
Gene::7592,GcG,Gene::11338
Disease::DOID:9970,DaG,Gene::4023
Gene::5979,GpBP,Biological_Process::GO:0098609
Gene::5314,GcG,Gene::79958
Gene::9914,GpMF,Molecular_Function::GO:0015399
Gene::509,GpBP,Biological_Process::GO:0015992
Gene::8243,Gr>G,Gene::1738
Gene::9668,GcG,Gene::10489
Gene::773,GpBP,Biological_Process::GO:0006836
Gene::5918,Gr>G,Gene::2131
Gene::8943,GpBP,Biological_Process::GO:0051650
Gene::5224,GpBP,Biological_Process::GO:0048232
Disease::DOID:1936,DlA,Anatomy::UBERON:0001530
Gene::7384,GiG,Gene::1537
Gene::8525,Gr>G,Gene::4830
Gene::5073,Gr>G,Gene::5092
Gene::521,GpBP,Biological_Process::GO:0006754
Gene::4067,GpPW,Pathway::PC7_4688
Gene::8825,GpBP,Biological_Process::GO:0007163
Gene::11331,Gr>G,Gene::10561
Gene::5172,GpBP,Biological_Process::GO:1902476
Gene::8370,GpCC,Cellular_Component::GO:0005694
Compound::DB01544,CbG,Gene::1559
Gene::29124,GpPW,Pathway::PC7_6462
Gene::10808,GpBP,Biological_Process::GO:0006457
Gene::54512,Gr>G,Gene::23016
Gene::23678,Gr>G,Gene::26520
Gene::2064,GpMF,Molecular_Function::GO:0004674
Compound::DB00695,CcSE,Side_Effect::C0020517
Gene::2831,Gr>G,Gene::22827
Gene::10939,GpBP,Biological_Process::GO:0006605
Gene::128434,GcG,Gene::341799
Gene::1959,GpBP,Biological_Process::GO:0016567
Gene::84275,GpBP,Biological_Process::GO:0007005
Gene::2168,GiG,Gene::7316
Gene::5565,GpBP,Biological_Process::GO:0008286
Gene::3303,GiG,Gene::5691
Gene::60,GiG,Gene::4311
Gene::121274,GcG,Gene::7158
Gene::7150,GpCC,Cellular_Component::GO:0005694
Gene::26119,GpCC,Cellular_Component::GO:0045095
Gene::2886,Gr>G,Gene::6402
Gene::11015,Gr>G,Gene::79947
Gene::7472,GpBP,Biological_Process::GO:0009790
Gene::3611,GpBP,Biological_Process::GO:0045597
Gene::2534,GiG,Gene::29760
Gene::668,GcG,Gene::6498
Gene::4726,Gr>G,Gene::29082
Gene::64397,GpBP,Biological_Process::GO:1901652
Gene::8821,GpMF,Molecular_Function::GO:0042578
Gene::50865,Gr>G,Gene::1738
Gene::5499,GiG,Gene::5500
Gene::2184,Gr>G,Gene::10964
Compound::DB01211,CdG,Gene::1576
Gene::3077,GpCC,Cellular_Component::GO:0099568
Gene::84224,GpBP,Biological_Process::GO:1904951
Gene::10783,GpPW,Pathway::PC7_2521
Gene::7569,Gr>G,Gene::22827
Disease::DOID:8577,DuG,Gene::925
Disease::DOID:10763,DuG,Gene::1636
Gene::6227,GcG,Gene::6231
Gene::9211,GpCC,Cellular_Component::GO:0031225
Gene::2222,Gr>G,Gene::10051
Gene::91807,GpBP,Biological_Process::GO:0051146
Disease::DOID:1324,DaG,Gene::4524
Gene::9978,Gr>G,Gene::26520
Compound::DB00924,CcSE,Side_Effect::C0242350
Gene::1213,GiG,Gene::3092
Gene::1763,GpBP,Biological_Process::GO:0006259
Gene::6091,GpBP,Biological_Process::GO:0098742
Gene::10576,GiG,Gene::10575
Gene::7106,Gr>G,Gene::5223
Compound::DB00291,CdG,Gene::7153
Gene::2159,Gr>G,Gene::6253
Compound::DB01595,CrC,Compound::DB01588
Gene::6469,GpBP,Biological_Process::GO:0001763
Gene::10559,Gr>G,Gene::64761
Gene::10067,GpBP,Biological_Process::GO:0048193
Gene::29890,Gr>G,Gene::7018
Gene::125476,GpCC,Cellular_Component::GO:0034708
Compound::DB00537,CrC,Compound::DB00978
Gene::4985,GpCC,Cellular_Component::GO:0043005
Gene::210,GpBP,Biological_Process::GO:0010038
Gene::8193,Gr>G,Gene::26520
Gene::203522,GcG,Gene::7574
Gene::55644,Gr>G,Gene::6402
Gene::1820,Gr>G,Gene::4830
Gene::1410,GiG,Gene::1409
Gene::4926,Gr>G,Gene::22827
Gene::11325,Gr>G,Gene::5018
Compound::DB00996,CcSE,Side_Effect::C0000737
Gene::949,Gr>G,Gene::10007
Gene::4889,GiG,Gene::100820829
Gene::3306,GpMF,Molecular_Function::GO:0051087
Gene::64170,Gr>G,Gene::11065
Gene::916,GpCC,Cellular_Component::GO:0042105
Gene::4925,GiG,Gene::7316
Compound::DB00261,CdG,Gene::10190
Gene::1955,Gr>G,Gene::5092
Gene::10645,Gr>G,Gene::4830
Gene::3845,GpBP,Biological_Process::GO:1901652
Gene::1045,Gr>G,Gene::7298
Gene::4651,GpCC,Cellular_Component::GO:0030175
Gene::11200,GpCC,Cellular_Component::GO:0005694
Gene::8447,GcG,Gene::6804
Gene::5371,GiG,Gene::7341
Gene::79723,GpPW,Pathway::WP2369_r83012
Gene::8614,GpBP,Biological_Process::GO:0007565
Gene::55809,Gr>G,Gene::79073
Gene::57804,Gr>G,Gene::6117
Anatomy::UBERON:0001776,AeG,Gene::7846
Gene::6502,GpPW,Pathway::PC7_1563
Gene::816,GpCC,Cellular_Component::GO:0005789
Compound::DB00541,CdG,Gene::5829
Gene::168507,GpCC,Cellular_Component::GO:0098797
Gene::91574,GpMF,Molecular_Function::GO:0043021
Gene::11164,GpBP,Biological_Process::GO:0044712
Gene::23291,GpPW,Pathway::PC7_1672
Gene::5305,GpPW,Pathway::PC7_6462
Gene::4668,Gr>G,Gene::6461
Gene::27339,GpBP,Biological_Process::GO:0016567
Gene::5287,Gr>G,Gene::7103
Gene::4097,GpBP,Biological_Process::GO:0045616
Disease::DOID:1459,DlA,Anatomy::UBERON:0001343
Gene::4610,Gr>G,Gene::6304
Compound::DB00813,CcSE,Side_Effect::C0027497
Compound::DB00937,CcSE,Side_Effect::C0033975
Compound::DB00613,CuG,Gene::1738
Gene::673,GiG,Gene::7316
Gene::55179,Gr>G,Gene::26520
Gene::142,GpBP,Biological_Process::GO:0006259
Gene::5587,GpPW,Pathway::PC7_5326
Gene::11144,GpMF,Molecular_Function::GO:0004518
Gene::5595,GiG,Gene::5594
Gene::79646,GpBP,Biological_Process::GO:1901657
Gene::81570,Gr>G,Gene::29082
Anatomy::UBERON:0000988,AeG,Gene::2353
Gene::10257,GpMF,Molecular_Function::GO:0043492
Gene::7291,GcG,Gene::9464
Gene::23326,GiG,Gene::2648
Gene::1984,Gr>G,Gene::4118
Gene::847,GpBP,Biological_Process::GO:0009636
Gene::283375,GpBP,Biological_Process::GO:1903313
Gene::4208,GpPW,Pathway::PC7_3084
Gene::9070,GpBP,Biological_Process::GO:0032259
Gene::9001,GpCC,Cellular_Component::GO:0005815
Gene::302,GiG,Gene::6204
Compound::DB00650,CcSE,Side_Effect::C0018681
Gene::5970,GpBP,Biological_Process::GO:0042742
Gene::2335,GpMF,Molecular_Function::GO:0032403
Gene::5645,GpPW,Pathway::PC7_4741
Gene::7008,GcG,Gene::51596
Gene::9112,Gr>G,Gene::22827
Disease::DOID:2377,DlA,Anatomy::UBERON:0002707
Gene::22823,GpBP,Biological_Process::GO:2001252
Compound::DB00501,CcSE,Side_Effect::C0033774
Gene::9782,GpCC,Cellular_Component::GO:0031965
Gene::9992,GpBP,Biological_Process::GO:0034762
Gene::3832,Gr>G,Gene::7167
Gene::2110,GpMF,Molecular_Function::GO:0016491
Gene::57662,GpCC,Cellular_Component::GO:0005874
Gene::9127,GpBP,Biological_Process::GO:0051259
Gene::6144,GiG,Gene::22907
Gene::64083,GpBP,Biological_Process::GO:0048193
Gene::90,GpCC,Cellular_Component::GO:0043235
Gene::3148,Gr>G,Gene::7103
Gene::2528,GpBP,Biological_Process::GO:0019320
Gene::63971,GpBP,Biological_Process::GO:0007018
Gene::10425,GiG,Gene::55284
Gene::9521,GpBP,Biological_Process::GO:0043603
Gene::7157,Gr>G,Gene::8574
Gene::3561,GpBP,Biological_Process::GO:0048812
Gene::4869,Gr>G,Gene::51021
Gene::2770,Gr>G,Gene::2773
Gene::4303,GiG,Gene::7316
Gene::2063,Gr>G,Gene::5092
Gene::3895,Gr>G,Gene::55699
Gene::10888,Gr>G,Gene::388650
Gene::7016,Gr>G,Gene::26520
Gene::286527,GcG,Gene::58475
Gene::6194,GiG,Gene::9768
Gene::7188,GpCC,Cellular_Component::GO:0005815
Gene::84987,GpBP,Biological_Process::GO:0043623
Gene::7508,GpBP,Biological_Process::GO:0009411
Gene::1515,GpBP,Biological_Process::GO:0044703
Gene::9738,Gr>G,Gene::26520
Gene::51160,GcG,Gene::83983
Gene::2782,Gr>G,Gene::2790
Gene::55818,Gr>G,Gene::54438
Gene::2122,Gr>G,Gene::11197
Gene::5290,GpBP,Biological_Process::GO:0061726
Compound::DB00780,CdG,Gene::1565
Gene::3643,GpMF,Molecular_Function::GO:0004672
Compound::DB01188,CcSE,Side_Effect::C0033774
Gene::130574,GcG,Gene::338761
Gene::5058,GpMF,Molecular_Function::GO:0004672
Gene::959,GpBP,Biological_Process::GO:0002312
Disease::DOID:14227,DuG,Gene::351
Gene::84803,GpBP,Biological_Process::GO:0008610
Gene::10016,GpBP,Biological_Process::GO:2000116
Gene::4292,GpBP,Biological_Process::GO:0048285
Compound::DB00750,CcSE,Side_Effect::C0033774
Gene::10971,GpBP,Biological_Process::GO:0043068
Gene::114770,GcG,Gene::58475
Gene::57048,GpMF,Molecular_Function::GO:0005319
Gene::22925,GpBP,Biological_Process::GO:0044070
Gene::8463,GcG,Gene::4692
Gene::3106,GiG,Gene::3135
Gene::637,GpCC,Cellular_Component::GO:0005740
Gene::51170,Gr>G,Gene::55699
Gene::28985,Gr>G,Gene::51021
Gene::9970,GpBP,Biological_Process::GO:0071383
Gene::1123,GpMF,Molecular_Function::GO:0005096
Gene::5684,GpPW,Pathway::PC7_1563
Gene::56965,GcG,Gene::65249
Compound::DB00542,CcSE,Side_Effect::C0042963
Gene::9869,Gr>G,Gene::6304
Gene::100528032,GpBP,Biological_Process::GO:0009607
Gene::10250,GiG,Gene::65109
Gene::546,Gr>G,Gene::991
Gene::51433,Gr>G,Gene::11065
Gene::3096,GcG,Gene::58475
Gene::9542,GpBP,Biological_Process::GO:0048858
Gene::50508,GpMF,Molecular_Function::GO:0016491
Gene::29843,GpMF,Molecular_Function::GO:0008233
Compound::DB00668,CcSE,Side_Effect::C0020538
Gene::84750,GpBP,Biological_Process::GO:0019317
Gene::253012,GcG,Gene::4692
Gene::80736,GpBP,Biological_Process::GO:0006576
Compound::DB01004,CcSE,Side_Effect::C0018681
Compound::DB08910,CcSE,Side_Effect::C0012833
Gene::5438,GpPW,Pathway::PC7_6789
Gene::2908,Gr>G,Gene::22827
Gene::6502,Gr>G,Gene::22827
Gene::7693,Gr>G,Gene::4830
Gene::990,GiG,Gene::5000
Gene::3915,GpBP,Biological_Process::GO:0043062
Gene::10653,GpBP,Biological_Process::GO:0045861
Gene::26508,GpBP,Biological_Process::GO:0000122
Gene::23528,GpMF,Molecular_Function::GO:0000975
Gene::11136,Gr>G,Gene::22827
Compound::DB00783,CuG,Gene::5243
Gene::4049,GpMF,Molecular_Function::GO:0032813
Gene::7023,Gr>G,Gene::2131
Gene::5880,GpPW,Pathway::PC7_1863
Gene::9871,Gr>G,Gene::22827
Gene::629,GcG,Gene::717
Gene::10241,GiG,Gene::81631
Gene::2151,GpPW,Pathway::PC7_4107
Gene::259173,GpMF,Molecular_Function::GO:0005085
Gene::3421,GpBP,Biological_Process::GO:0055114
Gene::5688,GpBP,Biological_Process::GO:0000186
Gene::5601,GpBP,Biological_Process::GO:0070585
Compound::DB00337,CcSE,Side_Effect::C0009450
Gene::7083,GiG,Gene::60492
Gene::162989,GpBP,Biological_Process::GO:0043065
Gene::6337,Gr>G,Gene::6339
Gene::122706,GpBP,Biological_Process::GO:0006935
Gene::57003,GpBP,Biological_Process::GO:0009057
Gene::8204,Gr>G,Gene::25966
Gene::9061,GpPW,Pathway::PC7_5322
Gene::10944,GiG,Gene::11051
Gene::5886,GiG,Gene::9361
Gene::5359,GiG,Gene::388677
Gene::4359,GpBP,Biological_Process::GO:0034330
Gene::3270,GpMF,Molecular_Function::GO:0005509
Gene::56916,Gr>G,Gene::26520
Gene::337882,GpCC,Cellular_Component::GO:0005882
Compound::DB00675,CcSE,Side_Effect::C0000737
Gene::51569,GpBP,Biological_Process::GO:0016567
Gene::8366,GpCC,Cellular_Component::GO:0000785
Gene::1636,GpBP,Biological_Process::GO:0007276
Gene::79831,GpBP,Biological_Process::GO:0016570
Compound::DB00764,CcSE,Side_Effect::C0009450
Gene::4035,GpBP,Biological_Process::GO:0006897
Compound::DB00234,CbG,Gene::1557
Gene::5740,GpMF,Molecular_Function::GO:0016491
Gene::5223,GpBP,Biological_Process::GO:0051186
Compound::DB01037,CcSE,Side_Effect::C0042029
Gene::441024,GpBP,Biological_Process::GO:0006520
Compound::DB00899,CcSE,Side_Effect::C0027497
Gene::132141,GpBP,Biological_Process::GO:0032504
Gene::10664,Gr>G,Gene::26520
Gene::23542,GiG,Gene::5601
Gene::9666,GcG,Gene::7574
Gene::409,GiG,Gene::7534
Compound::DB01215,CcSE,Side_Effect::C0018681
Gene::11157,GcG,Gene::6231
Gene::51070,Gr>G,Gene::26520
Gene::727957,GcG,Gene::9651
Gene::3060,GpPW,Pathway::PC7_3993
Gene::3782,GpBP,Biological_Process::GO:1904951
Compound::DB01041,CcSE,Side_Effect::C0003123
Gene::401667,GcG,Gene::753
Gene::8898,GpBP,Biological_Process::GO:0016311
Gene::7428,GiG,Gene::27101
Gene::353,Gr>G,Gene::4282
Gene::2254,Gr>G,Gene::2264
Gene::5707,GpBP,Biological_Process::GO:0032870
Gene::91156,Gr>G,Gene::29911
Gene::29937,Gr>G,Gene::7866
Gene::8321,GpBP,Biological_Process::GO:0035239
Gene::5873,GpBP,Biological_Process::GO:0002449
Gene::6549,GpBP,Biological_Process::GO:0006812
Gene::100130733,GcG,Gene::7556
Compound::DB00841,CcSE,Side_Effect::C0277884
Gene::3791,GpPW,Pathway::PC7_7482
Gene::916,GpBP,Biological_Process::GO:0034110
Gene::6915,GiG,Gene::7316
Gene::54434,GpBP,Biological_Process::GO:0035335
Gene::2948,GpBP,Biological_Process::GO:0006575
Gene::346562,GpCC,Cellular_Component::GO:0098562
Gene::144501,GcG,Gene::3872
Gene::5424,GiG,Gene::5557
Gene::25949,Gr>G,Gene::5438
Gene::57535,GpCC,Cellular_Component::GO:0005764
Compound::DB00622,CbG,Gene::779
Gene::2792,GpPW,Pathway::PC7_7439
Gene::9121,Gr>G,Gene::4830
Gene::8607,Gr>G,Gene::644
Gene::6666,GpMF,Molecular_Function::GO:0000989
Gene::8729,GiG,Gene::51272
Disease::DOID:1612,DlA,Anatomy::UBERON:0003889
Gene::7040,GpMF,Molecular_Function::GO:0005126
Gene::55840,GpBP,Biological_Process::GO:0030308
